timestamp,release_tag,asset_name,download_count,asset_size,asset_url
2025-07-25T17:48:25.796577,v1.0.0-beta.9,nargo-aarch64-apple-darwin.tar.gz,0,14259625,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/nargo-aarch64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,nargo-aarch64-unknown-linux-gnu.tar.gz,0,15657350,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/nargo-aarch64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,nargo-x86_64-apple-darwin.tar.gz,0,15099177,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/nargo-x86_64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,nargo-x86_64-unknown-linux-gnu.tar.gz,5,16690769,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/nargo-x86_64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,nargo-x86_64-unknown-linux-musl.tar.gz,0,16568735,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/nargo-x86_64-unknown-linux-musl.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,noir-aarch64-apple-darwin.tar.gz,3,20164497,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/noir-aarch64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,noir-aarch64-unknown-linux-gnu.tar.gz,0,22228499,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/noir-aarch64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,noir-x86_64-apple-darwin.tar.gz,0,21293008,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/noir-x86_64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,noir-x86_64-unknown-linux-gnu.tar.gz,0,23646667,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/noir-x86_64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.9,noir-x86_64-unknown-linux-musl.tar.gz,0,23519993,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.9/noir-x86_64-unknown-linux-musl.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,nargo-aarch64-apple-darwin.tar.gz,4,14210677,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/nargo-aarch64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,nargo-aarch64-unknown-linux-gnu.tar.gz,0,15626153,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/nargo-aarch64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,nargo-x86_64-apple-darwin.tar.gz,1,15016659,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/nargo-x86_64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,nargo-x86_64-unknown-linux-gnu.tar.gz,39,16653338,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/nargo-x86_64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,nargo-x86_64-unknown-linux-musl.tar.gz,0,16542666,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/nargo-x86_64-unknown-linux-musl.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,noir-aarch64-apple-darwin.tar.gz,30,20116157,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/noir-aarch64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,noir-aarch64-unknown-linux-gnu.tar.gz,6,22200894,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/noir-aarch64-unknown-linux-gnu.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,noir-x86_64-apple-darwin.tar.gz,0,21217018,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/noir-x86_64-apple-darwin.tar.gz
2025-07-25T17:48:25.796577,v1.0.0-beta.8,noir-x86_64-unknown-linux-gnu.tar.gz,65,23612895,https://github.com/noir-lang/noir/releases/download/v1.0.0-beta.8/noir-x86_64-unknown-linux-gnu.tar.gz
